Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA;Patch
Vi;Fighter;JUNGLE;B;42.18;-13.38;48.51%;94.59%;4.05%;1.94%;2.3;patch_13.12
Viego;Assassin;JUNGLE;S;70.33;5.05;49.72%;95.17%;9.12%;2.56%;2.47;patch_13.12
Viktor;Mage;MID;A;54.13;2.05;51.34%;94.35%;4.28%;2.41%;2.27;patch_13.12
Vladimir;Mage;MID;A;54.65;3.61;51.53%;77.73%;3.96%;5.95%;2.42;patch_13.12
Vladimir;Mage;TOP;C;34.53;-0.44;49.13%;20.15%;0.99%;5.95%;2.05;patch_13.12
Volibear;Fighter;TOP;C;36.96;-0.57;48.43%;61.85%;2.17%;0.63%;1.64;patch_13.12
Volibear;Fighter;JUNGLE;D;33.68;-1.42;50.15%;32.98%;1.02%;0.63%;2.64;patch_13.12
Warwick;Fighter;JUNGLE;A;49.91;-3.99;50.07%;68.71%;4.74%;5.18%;2.17;patch_13.12
Warwick;Fighter;TOP;C;36.27;-3.06;49.47%;28.10%;1.42%;5.18%;1.79;patch_13.12
Wukong;Fighter;JUNGLE;C;38.79;-4.57;49.13%;75.46%;2.62%;1.25%;2.64;patch_13.12
Wukong;Fighter;TOP;D;33.59;0.72;49.92%;18.56%;0.58%;1.25%;2.06;patch_13.12
Xayah;Marksman;ADC;A;52.38;1.57;49.83%;98.94%;9.73%;3.88%;2.3;patch_13.12
Xerath;Mage;SUPPORT;A;53.03;0.58;51.26%;70.80%;4.09%;4.04%;2.48;patch_13.12
Xerath;Mage;MID;A;48.19;-2.63;50.81%;26.08%;1.44%;4.04%;3.13;patch_13.12
Xin Zhao;Fighter;JUNGLE;C;38.19;0.99;50.34%;84.64%;2.40%;0.41%;2.25;patch_13.12
Yasuo;Fighter;MID;God;85.15;-2.72;48.78%;69.95%;12.73%;21.08%;1.76;patch_13.12
Yasuo;Fighter;TOP;B;43.76;-2.39;47.51%;17.19%;2.96%;21.08%;1.49;patch_13.12
Yasuo;Fighter;ADC;B;40.1;7.72;50.87%;11.31%;1.89%;21.08%;2.01;patch_13.12
Yone;Assassin;MID;S;58.02;-1.12;49.25%;54.68%;6.82%;7.36%;1.89;patch_13.12
Yone;Assassin;TOP;S;57.2;1.88;49.34%;41.19%;4.81%;7.36%;1.63;patch_13.12
Yorick;Fighter;TOP;A;48.83;0.63;51.68%;88.56%;2.92%;4.03%;1.52;patch_13.12
Yuumi;Support;SUPPORT;S;69.04;-4.32;46.68%;98.78%;7.67%;14.06%;4.18;patch_13.12
Zac;Tank;JUNGLE;A;53.35;0.93;51.77%;71.96%;3.11%;2.51%;3.59;patch_13.12
Zac;Tank;TOP;B;44.32;-2.26;52.47%;13.44%;0.66%;2.51%;2.69;patch_13.12
Zed;Assassin;MID;God;90.84;2.83;50.02%;84.93%;11.50%;30.48%;2.26;patch_13.12
Zeri;Marksman;ADC;C;39.89;0.19;48.18%;89.31%;4.21%;3.23%;2.27;patch_13.12
Ziggs;Mage;MID;B;43.66;4.37;50.11%;55.93%;1.67%;0.41%;2.34;patch_13.12
Ziggs;Mage;ADC;B;41.4;7.33;51.54%;30.60%;0.83%;0.41%;2.48;patch_13.12
Ziggs;Mage;SUPPORT;D;31.09;-3.87;48.43%;12.71%;0.37%;0.42%;1.98;patch_13.12
Zilean;Support;MID;A;52.02;4.9;53.91%;13.72%;0.31%;0.76%;3.52;patch_13.12
Zilean;Support;SUPPORT;B;45.21;1.15;50.12%;82.08%;2.11%;0.76%;3.03;patch_13.12
Zoe;Mage;MID;A;49.82;1.34;50.44%;86.34%;2.98%;1.93%;2.6;patch_13.12
Zoe;Mage;SUPPORT;D;32.21;-1.45;48.67%;11.43%;0.40%;1.97%;2.11;patch_13.12
Zyra;Mage;SUPPORT;B;46.64;-0.95;51.44%;90.88%;2.87%;1.96%;2.06;patch_13.12
Aatrox;Fighter;TOP;A;53.65;0.0;48.17%;92.75%;5.14%;6.60%;1.85;patch_13.2
Ahri;Mage;MID;S;55.93;0.0;49.89%;90.41%;9.01%;2.54%;2.61;patch_13.2
Akali;Assassin;MID;A;50.75;0.0;48.29%;71.88%;6.91%;11.01%;2.36;patch_13.2
Akali;Assassin;TOP;C;40.63;0.0;45.95%;27.15%;2.54%;11.01%;1.99;patch_13.2
Akshan;Marksman;MID;A;50.47;0.0;51.67%;65.15%;2.48%;3.47%;2.27;patch_13.2
Akshan;Marksman;TOP;B;44.88;0.0;51.37%;26.04%;0.99%;3.47%;1.99;patch_13.2
Alistar;Tank;SUPPORT;B;47.31;0.0;49.50%;81.58%;3.70%;0.88%;2.44;patch_13.2
Alistar;Tank;TOP;D;25.48;0.0;42.53%;11.93%;0.52%;0.88%;1.99;patch_13.2
Amumu;Tank;JUNGLE;S;60.24;0.0;51.97%;58.91%;5.16%;8.03%;2.69;patch_13.2
Amumu;Tank;SUPPORT;A;48.88;0.0;51.87%;40.21%;3.07%;8.03%;2.11;patch_13.2
Anivia;Mage;MID;S;55.34;0.0;52.19%;84.19%;3.25%;4.63%;3.01;patch_13.2
Anivia;Mage;SUPPORT;D;34.07;0.0;48.73%;10.48%;0.34%;4.59%;2.25;patch_13.2
Annie;Mage;SUPPORT;God;75.81;0.0;55.49%;49.57%;6.79%;17.44%;2.74;patch_13.2
Annie;Mage;MID;S;60.95;0.0;54.29%;47.01%;5.94%;17.44%;2.59;patch_13.2
Aphelios;Marksman;ADC;D;29.5;0.0;47.68%;96.53%;3.58%;0.51%;1.93;patch_13.2
Ashe;Marksman;SUPPORT;God;81.99;0.0;50.20%;67.11%;11.83%;14.61%;2.39;patch_13.2
Ashe;Marksman;ADC;B;45.2;0.0;50.14%;30.90%;5.56%;14.61%;2.4;patch_13.2
Aurelion Sol;Mage;MID;God;92.92;0.0;51.16%;81.74%;21.06%;51.38%;2.54;patch_13.2
Azir;Mage;MID;C;38.64;0.0;45.04%;91.12%;2.53%;0.52%;2.04;patch_13.2
Bard;Support;SUPPORT;B;43.91;0.0;48.62%;96.75%;2.55%;0.35%;2.86;patch_13.2
Bel'Veth;Fighter;JUNGLE;B;44.11;0.0;49.51%;91.01%;3.50%;6.09%;2.3;patch_13.2
Blitzcrank;Tank;SUPPORT;S;66.47;0.0;51.31%;97.26%;7.15%;17.05%;2.43;patch_13.2
Brand;Mage;SUPPORT;B;43.96;0.0;50.24%;75.71%;3.05%;3.60%;1.81;patch_13.2
Brand;Mage;MID;C;43.62;0.0;49.44%;16.79%;0.56%;3.60%;2.0;patch_13.2
Braum;Support;SUPPORT;A;49.06;0.0;51.63%;98.65%;2.42%;0.33%;2.83;patch_13.2
Caitlyn;Marksman;ADC;God;92.85;0.0;49.91%;93.92%;21.58%;21.06%;2.28;patch_13.2
Camille;Fighter;TOP;S;58.85;0.0;50.48%;94.28%;5.35%;2.34%;1.96;patch_13.2
Cassiopeia;Mage;MID;A;51.34;0.0;52.26%;78.79%;2.40%;1.68%;2.29;patch_13.2
Cassiopeia;Mage;TOP;C;42.13;0.0;51.14%;12.72%;0.45%;1.68%;1.95;patch_13.2
Cho'Gath;Tank;MID;B;45.06;0.0;49.41%;19.04%;0.44%;0.57%;2.38;patch_13.2
Cho'Gath;Tank;TOP;C;42.16;0.0;48.33%;68.80%;1.88%;0.57%;2.03;patch_13.2
Corki;Marksman;MID;B;43.91;0.0;48.74%;88.43%;0.86%;0.13%;2.27;patch_13.2
Darius;Fighter;TOP;God;77.52;0.0;49.37%;94.70%;9.05%;21.28%;1.83;patch_13.2
Diana;Fighter;JUNGLE;S;55.12;0.0;50.77%;70.05%;5.13%;3.68%;2.5;patch_13.2
Diana;Fighter;MID;B;48.03;0.0;50.74%;27.67%;2.06%;3.68%;2.16;patch_13.2
Dr. Mundo;Marksman;TOP;A;53.57;0.0;52.49%;87.61%;2.84%;3.91%;1.91;patch_13.2
Draven;Fighter;ADC;A;49.12;0.0;49.66%;95.91%;7.17%;21.51%;2.11;patch_13.2
Ekko;Assassin;JUNGLE;S;62.04;0.0;50.36%;71.73%;6.42%;5.39%;2.72;patch_13.2
Ekko;Assassin;MID;B;47.56;0.0;49.83%;25.68%;2.29%;5.39%;2.33;patch_13.2
Elise;Mage;JUNGLE;God;75.59;0.0;51.81%;97.35%;6.64%;18.79%;2.82;patch_13.2
Evelynn;Assassin;JUNGLE;A;52.09;0.0;49.82%;97.42%;4.23%;7.45%;2.91;patch_13.2
Ezreal;Marksman;ADC;God;70.56;0.0;48.74%;94.82%;18.04%;3.24%;2.4;patch_13.2
Fiddlesticks;Mage;JUNGLE;B;47.56;0.0;50.34%;81.98%;3.45%;2.81%;2.72;patch_13.2
Fiddlesticks;Mage;SUPPORT;D;31.72;0.0;48.11%;12.41%;0.35%;2.81%;2.0;patch_13.2
Fiora;Fighter;TOP;God;67.08;0.0;50.66%;97.55%;6.71%;16.02%;1.72;patch_13.2
Fizz;Assassin;MID;A;48.85;0.0;49.91%;94.27%;2.96%;3.31%;2.44;patch_13.2
Galio;Tank;MID;A;48.73;0.0;49.93%;79.98%;1.94%;0.31%;2.68;patch_13.2
Galio;Tank;SUPPORT;C;37.96;0.0;50.60%;16.66%;0.37%;0.32%;2.31;patch_13.2
Gangplank;Fighter;TOP;God;75.66;0.0;50.29%;81.13%;8.91%;13.15%;1.96;patch_13.2
Gangplank;Fighter;MID;B;46.91;0.0;49.87%;17.60%;2.08%;13.15%;2.17;patch_13.2
Garen;Fighter;TOP;S;56.79;0.0;49.46%;87.66%;5.27%;1.66%;2.03;patch_13.2
Gnar;Fighter;TOP;B;46.32;0.0;48.48%;96.69%;3.27%;0.44%;1.85;patch_13.2
Gragas;Fighter;JUNGLE;A;49.13;0.0;51.01%;49.64%;3.23%;1.24%;2.95;patch_13.2
Gragas;Fighter;TOP;B;45.9;0.0;48.71%;36.23%;2.48%;1.24%;2.16;patch_13.2
Graves;Marksman;JUNGLE;B;46.78;0.0;47.18%;88.28%;5.08%;2.04%;2.52;patch_13.2
Gwen;Fighter;TOP;B;47.75;0.0;50.28%;89.66%;2.79%;0.80%;1.77;patch_13.2
Hecarim;Fighter;JUNGLE;B;46.8;0.0;48.09%;98.97%;4.43%;4.82%;2.59;patch_13.2
Heimerdinger;Mage;MID;B;47.56;0.0;51.71%;16.19%;0.63%;4.99%;2.04;patch_13.2
Heimerdinger;Mage;SUPPORT;B;45.55;0.0;51.63%;63.25%;2.40%;4.99%;2.05;patch_13.2
Heimerdinger;Mage;TOP;C;37.75;0.0;49.59%;12.60%;0.51%;4.91%;1.68;patch_13.2
Illaoi;Fighter;TOP;S;57.81;0.0;50.17%;94.33%;5.60%;9.10%;1.42;patch_13.2
Irelia;Fighter;TOP;S;59.35;0.0;49.66%;51.81%;5.52%;16.38%;1.65;patch_13.2
Irelia;Fighter;MID;A;49.57;0.0;49.97%;46.70%;5.13%;16.38%;1.85;patch_13.2
Ivern;Support;JUNGLE;D;33.78;0.0;47.59%;80.89%;1.16%;0.41%;3.22;patch_13.2
Ivern;Support;SUPPORT;D;23.89;0.0;43.51%;10.88%;0.15%;0.35%;2.31;patch_13.2
Janna;Support;SUPPORT;A;52.73;0.0;50.95%;97.01%;3.50%;0.96%;3.12;patch_13.2
Jarvan IV;Tank;JUNGLE;God;80.27;0.0;53.30%;88.06%;8.35%;1.88%;3.42;patch_13.2
Jax;Fighter;TOP;God;93.48;0.0;51.62%;88.63%;11.05%;25.09%;1.73;patch_13.2
Jayce;Fighter;TOP;S;59.82;0.0;49.55%;73.19%;6.24%;3.03%;1.83;patch_13.2
Jayce;Fighter;MID;A;50.75;0.0;52.09%;24.80%;2.25%;3.03%;2.24;patch_13.2
Jhin;Marksman;ADC;God;80.69;0.0;51.65%;93.73%;17.45%;3.76%;3.02;patch_13.2
Jinx;Marksman;ADC;B;47.04;0.0;50.17%;97.11%;7.43%;0.62%;2.29;patch_13.2
K'Sante;Fighter;TOP;B;45.23;0.0;45.44%;91.98%;4.32%;8.29%;1.82;patch_13.2
Kai'Sa;Marksman;ADC;God;74.47;0.0;50.42%;95.61%;17.84%;3.15%;2.47;patch_13.2
Kalista;Marksman;ADC;D;29.07;0.0;47.85%;84.41%;2.36%;0.60%;2.22;patch_13.2
Karma;Mage;SUPPORT;S;62.54;0.0;48.44%;89.67%;8.35%;2.94%;2.73;patch_13.2
Karthus;Mage;MID;B;45.27;0.0;49.71%;12.51%;0.35%;1.42%;2.34;patch_13.2
Karthus;Mage;ADC;C;37.93;0.0;52.96%;24.35%;0.79%;1.42%;2.28;patch_13.2
Karthus;Mage;JUNGLE;C;36.31;0.0;49.61%;54.17%;1.60%;1.42%;2.53;patch_13.2
Kassadin;Assassin;MID;A;50.55;0.0;48.90%;96.68%;4.27%;22.96%;2.58;patch_13.2
Katarina;Assassin;MID;A;52.3;0.0;49.66%;94.90%;6.50%;8.03%;2.38;patch_13.2
Kayle;Fighter;TOP;A;52.22;0.0;51.47%;84.69%;3.23%;0.77%;1.85;patch_13.2
Kayle;Fighter;MID;B;45.99;0.0;50.39%;12.12%;0.44%;0.77%;2.23;patch_13.2
Kayn;Fighter;JUNGLE;God;70.18;0.0;49.90%;97.09%;8.69%;6.21%;2.4;patch_13.2
Kennen;Mage;MID;A;50.3;0.0;52.86%;14.64%;0.21%;0.34%;2.35;patch_13.2
Kennen;Mage;TOP;C;40.43;0.0;48.94%;79.68%;1.21%;0.38%;1.94;patch_13.2
Kha'Zix;Assassin;JUNGLE;A;48.68;0.0;49.79%;96.52%;4.29%;1.65%;2.5;patch_13.2
Kindred;Marksman;JUNGLE;B;44.26;0.0;48.32%;95.44%;4.29%;4.63%;2.16;patch_13.2
Kled;Fighter;TOP;A;54.78;0.0;52.73%;90.09%;2.42%;1.27%;2.36;patch_13.2
Kog'Maw;Marksman;ADC;C;35.71;0.0;51.39%;86.55%;1.63%;0.34%;2.22;patch_13.2
LeBlanc;Assassin;MID;B;45.83;0.0;46.99%;89.80%;3.09%;3.79%;2.81;patch_13.2
Lee Sin;Fighter;JUNGLE;God;88.46;0.0;49.14%;87.55%;12.66%;4.92%;2.72;patch_13.2
Leona;Tank;SUPPORT;A;50.03;0.0;49.62%;98.78%;4.49%;3.72%;2.33;patch_13.2
Lillia;Fighter;JUNGLE;B;47.89;0.0;51.54%;86.96%;2.80%;1.38%;2.87;patch_13.2
Lillia;Fighter;TOP;C;41.14;0.0;50.62%;10.13%;0.36%;1.43%;2.02;patch_13.2
Lissandra;Mage;MID;B;48.04;0.0;49.38%;91.59%;2.95%;0.87%;2.48;patch_13.2
Lucian;Marksman;ADC;B;47.29;0.0;49.12%;92.21%;8.51%;2.87%;2.26;patch_13.2
Lulu;Support;SUPPORT;God;70.18;0.0;49.39%;97.76%;9.10%;8.76%;3.0;patch_13.2
Lux;Mage;SUPPORT;God;90.45;0.0;50.42%;74.70%;14.10%;11.54%;2.49;patch_13.2
Lux;Mage;MID;S;56.84;0.0;51.99%;22.69%;4.42%;11.54%;3.02;patch_13.2
Malphite;Tank;TOP;S;56.14;0.0;50.99%;70.73%;3.65%;2.51%;2.39;patch_13.2
Malphite;Tank;MID;B;47.62;0.0;50.55%;11.88%;0.64%;2.63%;2.5;patch_13.2
Malphite;Tank;SUPPORT;D;31.33;0.0;47.25%;13.83%;0.79%;2.63%;1.96;patch_13.2
Malzahar;Mage;MID;B;48.29;0.0;49.89%;89.83%;3.13%;3.35%;2.28;patch_13.2
Maokai;Tank;JUNGLE;God;96.36;0.0;52.96%;74.75%;8.65%;30.35%;2.92;patch_13.2
Maokai;Tank;SUPPORT;A;50.91;0.0;52.46%;22.24%;2.42%;30.35%;2.2;patch_13.2
Master Yi;Assassin;JUNGLE;S;61.6;0.0;49.06%;91.46%;6.64%;15.43%;2.03;patch_13.2
Miss Fortune;Marksman;ADC;A;50.4;0.0;50.19%;85.08%;8.81%;2.03%;2.23;patch_13.2
Miss Fortune;Marksman;SUPPORT;D;28.08;0.0;44.89%;12.91%;1.08%;2.03%;2.01;patch_13.2
Mordekaiser;Fighter;TOP;God;68.62;0.0;51.79%;73.51%;6.39%;13.07%;1.92;patch_13.2
Mordekaiser;Fighter;JUNGLE;C;39.68;0.0;50.45%;20.29%;1.90%;13.07%;2.31;patch_13.2
Morgana;Mage;SUPPORT;God;70.52;0.0;50.58%;91.10%;7.11%;26.40%;2.48;patch_13.2
Nami;Support;SUPPORT;God;69.9;0.0;50.22%;99.59%;8.99%;2.98%;3.14;patch_13.2
Nasus;Fighter;TOP;S;57.88;0.0;51.08%;78.70%;4.65%;4.17%;1.95;patch_13.2
Nasus;Fighter;MID;B;48.46;0.0;51.60%;13.73%;0.46%;4.17%;2.34;patch_13.2
Nautilus;Tank;SUPPORT;God;71.31;0.0;50.96%;94.82%;9.52%;9.06%;2.35;patch_13.2
Neeko;Mage;MID;A;49.71;0.0;51.78%;51.43%;1.19%;0.47%;2.39;patch_13.2
Neeko;Mage;TOP;C;40.65;0.0;50.71%;12.00%;0.20%;0.51%;2.0;patch_13.2
Neeko;Mage;SUPPORT;D;34.63;0.0;49.26%;29.63%;0.63%;0.51%;1.97;patch_13.2
Nidalee;Assassin;JUNGLE;B;44.32;0.0;47.65%;89.05%;3.93%;1.69%;2.82;patch_13.2
Nilah;Marksman;ADC;C;42.12;0.0;53.24%;95.80%;2.47%;4.04%;2.19;patch_13.2
Nocturne;Assassin;JUNGLE;A;50.0;0.0;52.02%;91.53%;3.37%;1.99%;2.58;patch_13.2
Nunu;Tank;JUNGLE;A;52.48;0.0;50.02%;91.77%;4.72%;1.70%;2.73;patch_13.2
Olaf;Fighter;TOP;S;55.26;0.0;52.53%;85.86%;3.38%;3.01%;1.87;patch_13.2
Olaf;Fighter;JUNGLE;D;27.31;0.0;48.65%;12.27%;0.46%;2.87%;2.23;patch_13.2
Orianna;Mage;MID;B;48.2;0.0;49.30%;90.66%;2.11%;0.16%;2.75;patch_13.2
Ornn;Tank;TOP;S;57.36;0.0;51.58%;93.13%;3.60%;0.52%;2.47;patch_13.2
Pantheon;Fighter;MID;A;51.27;0.0;52.10%;30.43%;2.24%;1.96%;2.37;patch_13.2
Pantheon;Fighter;TOP;A;49.21;0.0;50.73%;35.03%;2.41%;1.96%;2.08;patch_13.2
Pantheon;Fighter;SUPPORT;C;41.54;0.0;50.71%;24.96%;1.89%;1.96%;1.98;patch_13.2
Poppy;Tank;TOP;C;41.48;0.0;48.91%;46.51%;1.40%;0.63%;2.01;patch_13.2
Poppy;Tank;JUNGLE;D;35.15;0.0;49.79%;40.33%;1.20%;0.63%;2.59;patch_13.2
Pyke;Support;SUPPORT;S;63.22;0.0;49.52%;95.27%;7.87%;12.81%;2.19;patch_13.2
Qiyana;Assassin;MID;B;43.98;0.0;48.26%;80.96%;2.43%;0.76%;2.09;patch_13.2
Qiyana;Assassin;JUNGLE;D;10.55;0.0;41.71%;12.17%;0.29%;0.76%;2.1;patch_13.2
Quinn;Marksman;MID;B;45.43;0.0;50.21%;10.13%;0.16%;0.60%;2.23;patch_13.2
Quinn;Marksman;TOP;B;44.07;0.0;50.75%;78.79%;1.35%;0.60%;1.87;patch_13.2
Rakan;Support;SUPPORT;S;66.82;0.0;53.19%;97.76%;6.77%;0.61%;2.99;patch_13.2
Rammus;Tank;JUNGLE;A;51.61;0.0;52.04%;88.71%;2.81%;6.66%;3.18;patch_13.2
Rek'Sai;Fighter;JUNGLE;D;31.75;0.0;48.29%;95.35%;1.46%;0.62%;2.37;patch_13.2
Rell;Tank;SUPPORT;A;48.76;0.0;53.32%;98.28%;1.86%;0.41%;2.49;patch_13.2
Renata Glasc;Support;SUPPORT;B;46.85;0.0;50.31%;98.81%;2.73%;1.21%;2.68;patch_13.2
Renekton;Fighter;TOP;A;52.05;0.0;48.72%;86.17%;4.71%;2.51%;1.79;patch_13.2
Renekton;Fighter;MID;B;44.25;0.0;49.58%;12.45%;0.70%;2.51%;2.06;patch_13.2
Rengar;Assassin;JUNGLE;C;42.92;0.0;47.74%;74.58%;4.05%;7.09%;2.24;patch_13.2
Rengar;Assassin;TOP;C;41.72;0.0;49.06%;22.13%;1.36%;7.09%;1.95;patch_13.2
Riven;Fighter;TOP;A;50.31;0.0;49.19%;91.15%;3.92%;1.23%;1.87;patch_13.2
Rumble;Fighter;MID;A;50.18;0.0;51.56%;41.90%;1.07%;0.48%;2.61;patch_13.2
Rumble;Fighter;TOP;C;39.98;0.0;48.41%;45.74%;1.08%;0.48%;2.13;patch_13.2
Ryze;Mage;MID;B;46.08;0.0;48.18%;84.60%;3.35%;1.11%;2.37;patch_13.2
Ryze;Mage;TOP;C;41.75;0.0;50.55%;13.25%;0.51%;1.11%;2.05;patch_13.2
Samira;Marksman;ADC;God;72.44;0.0;52.16%;98.08%;11.25%;30.07%;2.34;patch_13.2
Sejuani;Tank;JUNGLE;S;58.3;0.0;50.87%;85.70%;4.97%;1.29%;3.23;patch_13.2
Sejuani;Tank;TOP;B;44.36;0.0;50.53%;10.83%;0.65%;1.29%;2.42;patch_13.2
Senna;Marksman;SUPPORT;A;49.24;0.0;48.82%;92.18%;4.59%;1.20%;2.49;patch_13.2
Seraphine;Mage;SUPPORT;A;48.66;0.0;49.01%;70.56%;4.32%;1.23%;2.48;patch_13.2
Seraphine;Mage;ADC;C;42.63;0.0;52.85%;20.45%;0.95%;1.23%;2.93;patch_13.2
Sett;Fighter;TOP;S;65.79;0.0;50.42%;84.12%;7.42%;4.33%;1.74;patch_13.2
Shaco;Assassin;JUNGLE;S;58.83;0.0;48.82%;79.14%;5.69%;14.87%;2.7;patch_13.2
Shaco;Assassin;SUPPORT;C;38.85;0.0;49.60%;14.19%;1.00%;14.87%;2.34;patch_13.2
Shen;Tank;TOP;S;64.06;0.0;52.14%;87.34%;4.23%;0.95%;3.02;patch_13.2
Shyvana;Fighter;TOP;C;40.6;0.0;50.55%;12.83%;0.22%;0.33%;2.04;patch_13.2
Shyvana;Fighter;JUNGLE;D;34.08;0.0;49.28%;80.23%;1.37%;0.28%;2.47;patch_13.2
Singed;Tank;MID;A;54.72;0.0;54.08%;15.22%;0.37%;0.50%;2.88;patch_13.2
Singed;Tank;TOP;A;49.23;0.0;52.01%;72.80%;1.79%;0.57%;2.04;patch_13.2
Sion;Tank;TOP;S;59.46;0.0;51.64%;84.73%;5.19%;1.18%;1.82;patch_13.2
Sivir;Marksman;ADC;B;46.19;0.0;50.71%;98.15%;5.95%;0.83%;2.48;patch_13.2
Skarner;Fighter;TOP;C;37.61;0.0;48.64%;20.27%;0.18%;0.14%;2.2;patch_13.2
Skarner;Fighter;JUNGLE;C;37.5;0.0;51.63%;75.85%;0.70%;0.14%;2.69;patch_13.2
Sona;Support;SUPPORT;S;56.26;0.0;52.60%;97.50%;3.81%;0.31%;3.02;patch_13.2
Soraka;Support;SUPPORT;S;56.08;0.0;50.93%;96.15%;5.05%;1.95%;2.75;patch_13.2
Swain;Mage;MID;A;53.46;0.0;52.72%;31.00%;1.67%;3.50%;2.77;patch_13.2
Swain;Mage;SUPPORT;A;50.64;0.0;51.31%;54.86%;3.58%;3.50%;2.42;patch_13.2
Sylas;Mage;JUNGLE;God;73.99;0.0;49.44%;50.89%;8.14%;19.85%;2.47;patch_13.2
Sylas;Mage;MID;A;53.77;0.0;50.04%;42.25%;6.86%;19.85%;2.2;patch_13.2
Syndra;Mage;MID;A;49.73;0.0;49.32%;92.19%;5.30%;2.67%;2.29;patch_13.2
Tahm Kench;Support;TOP;B;46.88;0.0;49.89%;69.30%;1.71%;0.70%;2.41;patch_13.2
Tahm Kench;Support;SUPPORT;D;33.79;0.0;48.29%;22.81%;0.52%;0.76%;2.25;patch_13.2
Taliyah;Mage;MID;B;48.45;0.0;51.03%;50.26%;1.24%;0.52%;2.37;patch_13.2
Taliyah;Mage;JUNGLE;D;30.66;0.0;48.59%;37.06%;0.89%;0.52%;2.51;patch_13.2
Talon;Assassin;MID;B;47.11;0.0;49.43%;72.29%;3.08%;1.09%;2.21;patch_13.2
Talon;Assassin;JUNGLE;D;25.59;0.0;46.46%;23.74%;1.01%;1.09%;2.34;patch_13.2
Taric;Support;SUPPORT;B;43.87;0.0;50.68%;87.48%;1.54%;0.32%;2.73;patch_13.2
Teemo;Marksman;TOP;A;51.18;0.0;49.51%;74.41%;3.90%;6.08%;1.72;patch_13.2
Thresh;Support;SUPPORT;S;65.46;0.0;49.08%;98.04%;9.25%;2.13%;2.56;patch_13.2
Tristana;Marksman;ADC;A;51.9;0.0;51.22%;71.96%;7.93%;4.24%;2.35;patch_13.2
Tristana;Marksman;MID;A;50.7;0.0;52.18%;23.42%;2.36%;4.24%;2.17;patch_13.2
Trundle;Fighter;JUNGLE;C;35.64;0.0;49.31%;72.70%;1.51%;0.82%;2.61;patch_13.2
Trundle;Fighter;TOP;D;33.09;0.0;47.65%;21.22%;0.44%;0.84%;1.6;patch_13.2
Tryndamere;Fighter;MID;A;48.59;0.0;52.12%;14.70%;0.43%;2.39%;2.18;patch_13.2
Tryndamere;Fighter;TOP;B;46.61;0.0;50.16%;77.49%;2.43%;2.39%;1.8;patch_13.2
Twisted Fate;Mage;MID;B;45.39;0.0;48.51%;89.88%;2.10%;0.16%;2.4;patch_13.2
Twitch;Marksman;ADC;B;48.55;0.0;51.71%;51.65%;5.32%;13.61%;2.43;patch_13.2
Twitch;Marksman;SUPPORT;B;45.83;0.0;49.13%;37.08%;3.47%;13.61%;2.09;patch_13.2
Udyr;Fighter;JUNGLE;S;63.7;0.0;52.12%;84.32%;5.35%;16.55%;2.63;patch_13.2
Udyr;Fighter;TOP;C;43.56;0.0;50.86%;13.56%;0.92%;16.55%;1.89;patch_13.2
Urgot;Fighter;TOP;B;48.32;0.0;49.98%;92.70%;2.85%;1.14%;1.92;patch_13.2
Varus;Marksman;ADC;S;55.03;0.0;49.61%;89.36%;10.75%;3.39%;2.39;patch_13.2
Vayne;Marksman;TOP;C;39.22;0.0;49.65%;18.25%;1.02%;4.10%;1.59;patch_13.2
Vayne;Marksman;ADC;C;36.41;0.0;48.86%;78.92%;4.79%;4.10%;2.04;patch_13.2
Veigar;Mage;MID;B;45.25;0.0;48.14%;73.86%;3.28%;1.90%;2.2;patch_13.2
Veigar;Mage;SUPPORT;D;28.76;0.0;46.41%;11.58%;0.56%;2.29%;1.91;patch_13.2
Veigar;Mage;ADC;D;28.56;0.0;49.36%;12.62%;0.52%;2.09%;2.25;patch_13.2
Vel'Koz;Mage;MID;B;47.18;0.0;49.84%;30.26%;0.86%;0.51%;2.61;patch_13.2
Vel'Koz;Mage;SUPPORT;B;46.83;0.0;52.65%;66.32%;1.97%;0.48%;2.28;patch_13.2
Vex;Mage;MID;A;50.53;0.0;50.56%;92.00%;3.60%;4.37%;2.42;patch_13.2
Vi;Fighter;JUNGLE;S;64.92;0.0;51.47%;95.69%;6.96%;2.55%;2.52;patch_13.2
Viego;Assassin;JUNGLE;A;51.85;0.0;48.41%;91.72%;5.79%;2.06%;2.37;patch_13.2
Viktor;Mage;MID;A;51.61;0.0;50.53%;95.08%;5.14%;2.44%;2.32;patch_13.2
Vladimir;Mage;MID;A;48.97;0.0;49.88%;73.45%;3.14%;3.99%;2.43;patch_13.2
Vladimir;Mage;TOP;C;40.1;0.0;48.60%;24.57%;1.00%;3.99%;2.11;patch_13.2
Volibear;Fighter;TOP;C;39.57;0.0;48.03%;52.24%;1.75%;1.01%;1.77;patch_13.2
Volibear;Fighter;JUNGLE;C;38.95;0.0;50.53%;43.32%;1.69%;1.01%;2.57;patch_13.2
Warwick;Fighter;JUNGLE;A;49.11;0.0;49.98%;61.53%;4.37%;6.55%;2.12;patch_13.2
Warwick;Fighter;TOP;B;45.53;0.0;50.46%;35.67%;1.92%;6.55%;1.77;patch_13.2
